modern_name,Date,FirstSlash,SecondSlash,day,month,year,Corrected,latitude,longitude,County,Notes or reference #,
Hartlebury,3/5/1339,2,4,3,5,1339,1339/5/3,52.327826,-2.2508729,Worcestershire,,
Alvechurch,3/5/1340,2,4,3,5,1340,1340/5/3,52.34607,-1.9720644,Worcestershire,,
Hartlebury,3/5/1344,2,4,3,5,1344,1344/5/3,52.327826,-2.2508729,Worcestershire,,
Hartlebury,3/5/1344,2,4,3,5,1344,1344/5/3,52.327826,-2.2508729,Worcestershire,1219,
Hartlebury,3/5/1347,2,4,3,5,1347,1347/5/3,52.327826,-2.2508729,Worcestershire,,
Hartlebury,3/5/1349,2,4,3,5,1349,1349/5/3,52.327826,-2.2508729,Worcestershire,,
Blockley,3/6/1344,2,4,3,6,1344,1344/6/3,52.00421,-1.768331,,1221,
Hartlebury,3/6/1348,2,4,3,6,1348,1348/6/3,52.327826,-2.2508729,Worcestershire,,
Blockley,3/7/1340,2,4,3,7,1340,1340/7/3,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Henbury,3/7/1345,2,4,3,7,1345,1345/7/3,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,3/7/1349,2,4,3,7,1349,1349/7/3,52.327826,-2.2508729,Worcestershire,,
Hartlebury,3/8/1340,2,4,3,8,1340,1340/8/3,52.327826,-2.2508729,Worcestershire,,
Withington,3/8/1341,2,4,3,8,1341,1341/8/3,51.833604,-1.9578672,Gloucestershire,,
Overbury,3/8/1342,2,4,3,8,1342,1342/8/3,52.031386,-2.0742931,Worcestershire,476,
Hartlebury,3/8/1344,2,4,3,8,1344,1344/8/3,52.327826,-2.2508729,Worcestershire,1223,
Hartlebury,3/8/1349,2,4,3,8,1349,1349/8/3,52.327826,-2.2508729,Worcestershire,,
Withington,3/9/1341,2,4,3,9,1341,1341/9/3,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,30/1/1341,3,5,30,1,1341,1341/1/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/1/1349,3,5,30,1,1349,1349/1/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/10/1348,3,6,30,10,1348,1348/10/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/11/1339,3,6,30,11,1339,1339/11/30,52.327826,-2.2508729,Worcestershire,,
Kennington,30/11/1342,3,6,30,11,1342,1342/11/30,51.714328,-1.2487393,Berkshire,several places,
Hartlebury,30/12/1339,3,6,30,12,1339,1339/12/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/12/1341,3,6,30,12,1341,1341/12/30,52.327826,-2.2508729,Worcestershire,,
Spetchley,30/3/1339,3,5,30,3,1339,1339/3/30,52.175146,-2.1622727,Worcestershire,161,
Hartlebury,30/3/1345,3,5,30,3,1345,1345/3/30,52.327826,-2.2508729,Worcestershire,,
Alvechurch,30/4/1330,3,5,30,4,1330,1330/4/30,52.34607,-1.9720644,Worcestershire,,
Hartlebury,30/4/1339,3,5,30,4,1339,1339/4/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/4/1345,3,5,30,4,1345,1345/4/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/4/1349,3,5,30,4,1349,1349/4/30,52.327826,-2.2508729,Worcestershire,,
Hawkesbury,30/5/1340,3,5,30,5,1340,1340/5/30,,,Gloucestershire,117,
Eastington,30/5/1340,3,5,30,5,1340,1340/5/30,51.7502,-2.31732,,??,Coords source:http://www.gatehouse-gazetteer.info/English%20sites/4470.html
Hartlebury,30/5/1347,3,5,30,5,1347,1347/5/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/5/1348,3,5,30,5,1348,1348/5/30,52.327826,-2.2508729,Worcestershire,,
Bredon,30/6/1339,3,5,30,6,1339,1339/6/30,52.022359,-2.1179982,Worcestershire,,
Hartlebury,30/6/1349,3,5,30,6,1349,1349/6/30,52.327826,-2.2508729,Worcestershire,,
Kempsey,30/7/1340,3,5,30,7,1340,1340/7/30,52.139089,-2.2205872,Worcestershire,,
Alvechurch,30/7/1344,3,5,30,7,1344,1344/7/30,52.34607,-1.9720644,Worcestershire,???,
Droitwich,30/7/1344,3,5,30,7,1344,1344/7/30,52.265068,-2.1479485,Worcestershire,642,
Withington,30/7/1348,3,5,30,7,1348,1348/7/30,51.833604,-1.9578672,Gloucestershire,,
Withington,30/8/1341,3,5,30,8,1341,1341/8/30,51.833604,-1.9578672,Gloucestershire,,
Dover,30/8/1347,3,5,30,8,1347,1347/8/30,51.121687,1.2995755,Kent,,
Hartlebury,30/9/1339,3,5,30,9,1339,1339/9/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,30/9/1344,3,5,30,9,1344,1344/9/30,52.327826,-2.2508729,Worcestershire,,
Hartlebury,31/1/1349,3,5,31,1,1349,1349/1/31,52.327826,-2.2508729,Worcestershire,,
Worcester,31/12/1340,3,6,31,12,1340,1340/12/31,52.184041,-2.2208098,Worcestershire,,
Hartlebury,31/12/1342,3,6,31,12,1342,1342/12/31,52.327826,-2.2508729,Worcestershire,,
Spetchley,31/3/1339,3,5,31,3,1339,1339/3/31,52.175146,-2.1622727,Worcestershire,,
Hartlebury,31/3/1344,3,5,31,3,1344,1344/3/31,52.327826,-2.2508729,Worcestershire,,
Codrington,31/5/1340,3,5,31,5,1340,1340/5/31,51.500238,-2.4047672,Gloucestershire,,
Pucklechurch,31/5/1340,3,5,31,5,1340,1340/5/31,51.482098,-2.4478083,Gloucestershire,315,
Blockley,31/5/1341,3,5,31,5,1341,1341/5/31,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Blockley,31/5/1344,3,5,31,5,1344,1344/5/31,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Withington,31/7/1341,3,5,31,7,1341,1341/7/31,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,31/7/1344,3,5,31,7,1344,1344/7/31,52.327826,-2.2508729,Worcestershire,,
Hartlebury,31/7/1349,3,5,31,7,1349,1349/7/31,52.327826,-2.2508729,Worcestershire,,
Spetchley,4/1/1339,2,4,4,1,1339,1339/1/4,52.175146,-2.1622727,Worcestershire,1115,
Hartlebury,4/1/1348,2,4,4,1,1348,1348/1/4,52.327826,-2.2508729,Worcestershire,,
Hartlebury,4/1/1349,2,4,4,1,1349,1349/1/4,52.327826,-2.2508729,Worcestershire,,
Withington,4/10/1342,2,5,4,10,1342,1342/10/4,51.833604,-1.9578672,Gloucestershire,,
Blockley,4/10/1345,2,5,4,10,1345,1345/10/4,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,4/11/1348,2,5,4,11,1348,1348/11/4,52.327826,-2.2508729,Worcestershire,,
Hampton Bishop,4/2/1343,2,4,4,2,1343,1343/2/4,52.038564,-2.6574537,Herefordshire,,
Hartlebury,4/2/1349,2,4,4,2,1349,1349/2/4,52.327826,-2.2508729,Worcestershire,,
Horsley,4/3/1340,2,4,4,3,1340,1340/3/4,51.680503,-2.2472759,Gloucestershire,117,
Hartlebury,4/3/1348,2,4,4,3,1348,1348/3/4,52.327826,-2.2508729,Worcestershire,,
Spetchley,4/4/1339,2,4,4,4,1339,1339/4/4,52.175146,-2.1622727,Worcestershire,,
Hartlebury,4/5/1339,2,4,4,5,1339,1339/5/4,52.327826,-2.2508729,Worcestershire,,
Alvechurch,4/5/1340,2,4,4,5,1340,1340/5/4,52.34607,-1.9720644,Worcestershire,,
Hartlebury,4/5/1349,2,4,4,5,1349,1349/5/4,52.327826,-2.2508729,Worcestershire,,
Henbury,4/6/1342,2,4,4,6,1342,1342/6/4,51.499215,-2.6352549,Gloucestershire,,
Bredon,4/6/1348,2,4,4,6,1348,1348/6/4,52.022359,-2.1179982,Worcestershire,,
Blockley,4/7/1340,2,4,4,7,1340,1340/7/4,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Salisbury,4/7/1347,2,4,4,7,1347,1347/7/4,51.069163,-1.8015686,Wiltshire,,
Kempsey,4/8/1343,2,4,4,8,1343,1343/8/4,52.139089,-2.2205872,Worcestershire,1175; dates are a bit puzzling could be 1342,
Calais,4/8/1347,2,4,4,8,1347,1347/8/4,50.95129,1.858686,,,
Hartlebury,4/8/1349,2,4,4,8,1349,1349/8/4,52.327826,-2.2508729,Worcestershire,,
Hartlebury,4/9/1340,2,4,4,9,1340,1340/9/4,52.327826,-2.2508729,Worcestershire,,
Withington,4/9/1341,2,4,4,9,1341,1341/9/4,51.833604,-1.9578672,Gloucestershire,,
Badminton,4/9/1342,2,4,4,9,1342,1342/9/4,51.536544,-2.2897474,Gloucestershire,,
Alvechurch,5/10/1341,2,5,5,10,1341,1341/10/5,52.34607,-1.9720644,Worcestershire,,
Blockley,5/11/1339,2,5,5,11,1339,1339/11/5,52.00421,-1.768331,"Worcs (det), locally in Gloucs",102,
Broadway,5/11/1339,2,5,5,11,1339,1339/11/5,52.031338,-1.8702251,Worcestershire,,
Alvechurch,5/11/1340,2,5,5,11,1340,1340/11/5,52.34607,-1.9720644,Worcestershire,,
Hartlebury,5/11/1348,2,5,5,11,1348,1348/11/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/12/1343,2,5,5,12,1343,1343/12/5,52.327826,-2.2508729,Worcestershire,,
Hillingdon,5/3/1339,2,4,5,3,1339,1339/3/5,51.526595,-0.4445791,Middlesex,,
Horsley,5/3/1340,2,4,5,3,1340,1340/3/5,51.680503,-2.2472759,Gloucestershire,117,
Kingscote,5/3/1340,2,4,5,3,1340,1340/3/5,51.662456,-2.2760929,Gloucestershire,117,
Hartlebury,5/3/1344,2,4,5,3,1344,1344/3/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/3/1346,2,4,5,3,1346,1346/3/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/3/1349,2,4,5,3,1349,1349/3/5,52.327826,-2.2508729,Worcestershire,,
Spetchley,5/4/1339,2,4,5,4,1339,1339/4/5,52.175146,-2.1622727,Worcestershire,,
Billeswick,5/4/1346,2,4,5,4,1346,1346/4/5,51.47254,-2.5772934,Gloucestershire,,
Hartlebury,5/4/1349,2,4,5,4,1349,1349/4/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/5/1344,2,4,5,5,1344,1344/5/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/5/1349,2,4,5,5,1349,1349/5/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/6/1343,2,4,5,6,1343,1343/6/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/6/1346,2,4,5,6,1346,1346/6/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/6/1349,2,4,5,6,1349,1349/6/5,52.327826,-2.2508729,Worcestershire,,
Blockley,5/7/1340,2,4,5,7,1340,1340/7/5,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,5/7/1344,2,4,5,7,1344,1344/7/5,52.327826,-2.2508729,Worcestershire,,
Hartlebury,5/7/1349,2,4,5,7,1349,1349/7/5,52.327826,-2.2508729,Worcestershire,,
Withington,5/8/1341,2,4,5,8,1341,1341/8/5,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,5/9/1339,2,4,5,9,1339,1339/9/5,52.327826,-2.2508729,Worcestershire,,
Cirencester,5/9/1345,2,4,5,9,1345,1345/9/5,51.707734,-1.9724556,Gloucestershire,,
Horsely,5/9/1346,2,4,5,9,1346,1346/9/5,51.680503,-2.2472759,Gloucestershire,,
Hartlebury,6/1/1341,2,4,6,1,1341,1341/1/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/1/1344,2,4,6,1,1344,1344/1/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/1/1345,2,4,6,1,1345,1345/1/6,52.327826,-2.2508729,Worcestershire,1228,
Withington,6/10/1343,2,5,6,10,1343,1343/10/6,51.833604,-1.9578672,Gloucestershire,,
Blockley,6/11/1339,2,5,6,11,1339,1339/11/6,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Honington,6/11/1339,2,5,6,11,1339,1339/11/6,52.075757,-1.6220534,Warwickshire,several places,
Alvechurch,6/11/1340,2,5,6,11,1340,1340/11/6,52.34607,-1.9720644,Worcestershire,,
Buckden,6/11/1344,2,5,6,11,1344,1344/11/6,52.28826,-0.2567603,Huntingdonshire,two places,
Hartlebury,6/12/1339,2,5,6,12,1339,1339/12/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/12/1340,2,5,6,12,1340,1340/12/6,52.327826,-2.2508729,Worcestershire,,
Sedgeberrow,6/2/1340,2,4,6,2,1340,1340/2/6,52.040397,-1.9722535,Worcestershire,,
Hartlebury,6/2/1344,2,4,6,2,1344,1344/2/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/2/1345,2,4,6,2,1345,1345/2/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/2/1345,2,4,6,2,1345,1345/2/6,,,,1233,
Kings Stanley,6/3/1340,2,4,6,3,1340,1340/3/6,51.733044,-2.272903,Wiltshire,,
Bredicot,6/3/1345,2,4,6,3,1345,1345/3/6,52.19339,-2.141104,,,
Spetchley,6/4/1339,2,4,6,4,1339,1339/4/6,52.175146,-2.1622727,Worcestershire,,
Hartlebury,6/4/1342,2,4,6,4,1342,1342/4/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/5/1339,2,4,6,5,1339,1339/5/6,52.327826,-2.2508729,Worcestershire,,
Loxley,6/5/1341,2,4,6,5,1341,1341/5/6,52.165706,-1.6359125,Warwickshire,several places,
Bredon,6/6/1339,2,4,6,6,1339,1339/6/6,52.022359,-2.1179982,Worcestershire,,
Hartlebury,6/6/1343,2,4,6,6,1343,1343/6/6,52.327826,-2.2508729,Worcestershire,,
Blockley,6/6/1344,2,4,6,6,1344,1344/6/6,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,6/6/1349,2,4,6,6,1349,1349/6/6,52.327826,-2.2508729,Worcestershire,,
Henbury,6/7/1342,2,4,6,7,1342,1342/7/6,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,6/7/1347,2,4,6,7,1347,1347/7/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/7/1349,2,4,6,7,1349,1349/7/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/8/1340,2,4,6,8,1340,1340/8/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,6/8/1349,2,4,6,8,1349,1349/8/6,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/10/1339,2,5,7,10,1339,1339/10/7,52.327826,-2.2508729,Worcestershire,,
Alvechurch,7/10/1341,2,5,7,10,1341,1341/10/7,52.34607,-1.9720644,Worcestershire,,
Worcester,7/11/1342,2,5,7,11,1342,1342/11/7,52.184041,-2.2208098,Worcestershire,,
Worcester,7/11/1345,2,5,7,11,1345,1345/11/7,52.184041,-2.2208098,Worcestershire,,
Elmbridge,7/11/1346,2,5,7,11,1346,1346/11/7,52.301029,-2.1480685,Worcestershire,,
Hartlebury,s,#VALUE!,#VALUE!,#VALUE!,#VALUE!,s,#VALUE!,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/12/1339,2,5,7,12,1339,1339/12/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/12/1348,2,5,7,12,1348,1348/12/7,52.327826,-2.2508729,Worcestershire,,
Campden,7/2/1340,2,4,7,2,1340,1340/2/7,52.031209,-1.7827679,Gloucestershire,,
Hartlebury,7/2/1345,2,4,7,2,1345,1345/2/7,52.327826,-2.2508729,Worcestershire,,
Standish,7/3/1340,2,4,7,3,1340,1340/3/7,51.770313,-2.2912432,Gloucestershire,117,
Withington,7/3/1343,2,4,7,3,1343,1343/3/7,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,7/3/1345,2,4,7,3,1345,1345/3/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/3/1349,2,4,7,3,1349,1349/3/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/4/1344,2,4,7,4,1344,1344/4/7,52.327826,-2.2508729,Worcestershire,1209,
Hartlebury,7/4/1346,2,4,7,4,1346,1346/4/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/4/1348,2,4,7,4,1348,1348/4/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/5/1339,2,4,7,5,1339,1339/5/7,52.327826,-2.2508729,Worcestershire,,
Westminster,7/5/1339,2,4,7,5,1339,1339/5/7,51.495233,-0.1431191,Middlesex,1118 error,
Hartlebury,7/5/1343,2,4,7,5,1343,1343/5/7,52.327826,-2.2508729,Worcestershire,,
Hartlebury,7/5/1349,2,4,7,5,1349,1349/5/7,52.327826,-2.2508729,Worcestershire,,
Bredon,7/6/1339,2,4,7,6,1339,1339/6/7,52.022359,-2.1179982,Worcestershire,,
Bredon,7/6/1339,2,4,7,6,1339,1339/6/7,52.022359,-2.1179982,Worcestershire,1121,
Hartlebury,7/6/1343,2,4,7,6,1343,1343/6/7,52.327826,-2.2508729,Worcestershire,,
Bredon,7/7/1339,2,4,7,7,1339,1339/7/7,52.022359,-2.1179982,Worcestershire,,
Henbury,7/7/1345,2,4,7,7,1345,1345/7/7,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,7/7/1349,2,4,7,7,1349,1349/7/7,52.327826,-2.2508729,Worcestershire,,
Wick,7/8/1339,2,4,7,8,1339,1339/8/7,52.172633,-2.236333333,,1129,Wick Episcopi?
Henbury,7/8/1343,2,4,7,8,1343,1343/8/7,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,7/9/1339,2,4,7,9,1339,1339/9/7,52.327826,-2.2508729,Worcestershire,,
Blockley,7/9/1345,2,4,7,9,1345,1345/9/7,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,8/1/1343,2,4,8,1,1343,1343/1/8,52.327826,-2.2508729,Worcestershire,,
Upton Warren,8/11/1342,2,5,8,11,1342,1342/11/8,52.058175,-2.2201879,Worcestershire,,
Hartlebury,8/11/1343,2,5,8,11,1343,1343/11/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/11/1434,2,5,8,11,1434,1434/11/8,52.327826,-2.2508729,Worcestershire,,
Alderton,8/2/1340,2,4,8,2,1340,1340/2/8,51.995446,-2.0014103,Gloucestershire,251,
Winchcombe,8/2/1340,2,4,8,2,1340,1340/2/8,51.95049,-1.9723085,Gloucestershire,117,
Grantham,8/2/1348,2,4,8,2,1348,1348/2/8,52.904741,-0.6484518,Lincolnshire,,
Gloucester,8/3/1340,2,4,8,3,1340,1340/3/8,51.860322,-2.2482616,Gloucestershire,117,
Chelthenham,8/3/1343,2,4,8,3,1343,1343/3/8,51.899386,-2.078253,,,
Hartlebury,8/3/1344,2,4,8,3,1344,1344/3/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/4/1345,2,4,8,4,1345,1345/4/8,52.327826,-2.2508729,Worcestershire,,
Billeswick,8/4/1346,2,4,8,4,1346,1346/4/8,51.47254,-2.5772934,Gloucestershire,,
Hartlebury,8/5/1339,2,4,8,5,1339,1339/5/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/5/1344,2,4,8,5,1344,1344/5/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/5/1345,2,4,8,5,1345,1345/5/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/5/1349,2,4,8,5,1349,1349/5/8,52.327826,-2.2508729,Worcestershire,,
Henbury,8/6/1340,2,4,8,6,1340,1340/6/8,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,8/6/1343,2,4,8,6,1343,1343/6/8,52.327826,-2.2508729,Worcestershire,,
Blockley,8/7/1341,2,4,8,7,1341,1341/7/8,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,8/7/1349,2,4,8,7,1349,1349/7/8,52.327826,-2.2508729,Worcestershire,,
Wick,8/8/1339,2,4,8,8,1339,1339/8/8,52.172633,-2.236333333,,1128,
Withington,8/9/1341,2,4,8,9,1341,1341/9/8,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,8/9/1342,2,4,8,9,1342,1342/9/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,8/9/1347,2,4,8,9,1347,1347/9/8,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/1/1340,2,4,9,1,1340,1340/1/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/10/1339,2,5,9,10,1339,1339/10/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/10/1343,2,5,9,10,1343,1343/10/9,52.327826,-2.2508729,Worcestershire,,
Stratford,9/11/1339,2,5,9,11,1339,1339/11/9,52.040267,-2.1763622,Worcestershire,,
Alvechurch,9/11/1340,2,5,9,11,1340,1340/11/9,52.34607,-1.9720644,Worcestershire,,
Hartlebury,9/11/1343,2,5,9,11,1343,1343/11/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/11/1345,2,5,9,11,1345,1345/11/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/12/1339,2,5,9,12,1339,1339/12/9,52.327826,-2.2508729,Worcestershire,1135,
"St. Denis, Paris",9/12/1339,2,5,9,12,1339,1339/12/9,48.878026,2.37064,,,
Winchcombe,9/2/1340,2,4,9,2,1340,1340/2/9,51.95049,-1.9723085,Gloucestershire,117,
Hampton Bishop,9/2/1346,2,4,9,2,1346,1346/2/9,52.038564,-2.6574537,Herefordshire,,
Stonehouse Deanery,9/3/1340,2,4,9,3,1340,1340/3/9,51.74334,-2.2910695,Gloucestershire,several places,
Hartlebury,9/3/1341,2,4,9,3,1341,1341/3/9,52.327826,-2.2508729,Worcestershire,,
Withington,9/3/1343,2,4,9,3,1343,1343/3/9,51.833604,-1.9578672,Gloucestershire,,
Spetchley,9/4/1339,2,4,9,4,1339,1339/4/9,52.175146,-2.1622727,Worcestershire,,
Hartlebury,9/4/1340,2,4,9,4,1340,1340/4/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/4/1341,2,4,9,4,1341,1341/4/9,52.327826,-2.2508729,Worcestershire,,
Pershore,9/4/1346,2,4,9,4,1346,1346/4/9,52.1033,-2.0890127,Worcestershire,,
Hartlebury,9/5/1341,2,4,9,5,1341,1341/5/9,52.327826,-2.2508729,Worcestershire,,
Blockley,9/6/1344,2,4,9,6,1344,1344/6/9,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Hartlebury,9/6/1349,2,4,9,6,1349,1349/6/9,52.327826,-2.2508729,Worcestershire,,
Bredon,9/7/1339,2,4,9,7,1339,1339/7/9,52.022359,-2.1179982,Worcestershire,,
Codrington,9/7/1346,2,4,9,7,1346,1346/7/9,51.500238,-2.4047672,Gloucestershire,,
Hartlebury,9/7/1347,2,4,9,7,1347,1347/7/9,52.327826,-2.2508729,Worcestershire,,
Hartlebury,9/7/1349,2,4,9,7,1349,1349/7/9,52.327826,-2.2508729,Worcestershire,,
Withington,9/8/1341,2,4,9,8,1341,1341/8/9,51.833604,-1.9578672,Gloucestershire,,
Rock,9/8/1344,2,4,9,8,1344,1344/8/9,52.336413,-2.3976858,Worcestershire,,
Withington,9/9/1345,2,4,9,9,1345,1345/9/9,51.833604,-1.9578672,Gloucestershire,,
Withington,9/9/1345,2,4,9,9,1345,1345/9/9,51.833604,-1.9578672,Gloucestershire,1240,
Reepham,9/9/1346,2,4,9,9,1346,1346/9/9,53.244039,-0.4579493,Lincolnshire,,
Henbury,9/9/1348,2,4,9,9,1348,1348/9/9,51.499215,-2.6352549,Gloucestershire,1323,
Hartlebury,9/5/1347,2,4,9,5,1347,1347/5/9,52.327826,-2.2508729,Worcestershire,938,
